test_case,task,expected,predicted,confidence,source,is_correct
Agenda uma reunião amanhã,intent_classification,desconhecido,desconhecido,0.994037224372577,svm,True
Como vou de Hortolândia até Hospital Municipal em Campinas de ônibus?,intent_classification,solicitar_rota,solicitar_rota,0.9963987634700233,svm,True
Qual a capital da Noruega?,intent_classification,desconhecido,desconhecido,0.9942914081555113,svm,True
Me ligue mais tarde,intent_classification,desconhecido,desconhecido,0.9941439444813126,svm,True
Elogio para a linha 417,intent_classification,feedback,feedback,0.9940329752529086,svm,True
Me mostra a previsão do tempo de Paris,intent_classification,desconhecido,desconhecido,0.9944090977385359,svm,True
"Preciso de uma rota de Centro para Hospital Municipal em Campinas, qual ônibus usar?",intent_classification,solicitar_rota,solicitar_rota,0.9960505682060048,svm,True
Me ligue mais tarde,intent_classification,desconhecido,desconhecido,0.9941439444813126,svm,True
Parada sem iluminação,intent_classification,feedback,feedback,0.9938174688170892,svm,True
"Saindo de Sumaré, qual ônibus devo pegar para chegar no Universidade?",intent_classification,solicitar_rota,solicitar_rota,0.9934223608410188,svm,True
Ar-condicionado não estava funcionando,intent_classification,feedback,feedback,0.9944543142590545,svm,True
Você pode me ajudar?,intent_classification,conversacao_geral,conversacao_geral,0.995643661107929,svm,True
Pode conversar comigo?,intent_classification,conversacao_geral,conversacao_geral,0.9955680958216014,svm,True
Quero comprar um carro,intent_classification,desconhecido,desconhecido,0.9943936616612331,svm,True
vc joga?,intent_classification,desconhecido,desconhecido,0.9940110241114777,svm,True
Qual a senha do Wi-Fi?,intent_classification,desconhecido,desconhecido,0.9941242776182205,svm,True
Valeu,intent_classification,conversacao_geral,conversacao_geral,0.9955611380745285,svm,True
Quero assistir um filme agora,intent_classification,desconhecido,desconhecido,0.9942976824382582,svm,True
Ar-condicionado não estava funcionando,intent_classification,feedback,feedback,0.9944543142590545,svm,True
Qual o ônibus que sai de Centro e vai para Shopping em Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.9945899728903597,svm,True
"Estou no bairro Jardim Amanda, quero chegar no Terminal B em Campinas, qual é a rota?",intent_classification,solicitar_rota,solicitar_rota,0.9914761612072197,svm,True
Elogio para a linha 417,intent_classification,feedback,feedback,0.9940329752529086,svm,True
Linha 305 demorou demais,intent_classification,feedback,feedback,0.9940931481076273,svm,True
Me mostra a previsão do tempo de Paris,intent_classification,desconhecido,desconhecido,0.9944090977385359,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
Instale esse programa,intent_classification,desconhecido,desconhecido,0.9943567343815678,svm,True
"Saindo de Jardim Amanda, qual ônibus pego para chegar em Universidade em Campinas?",intent_classification,solicitar_rota,solicitar_rota,0.9951533207107586,svm,True
Como vou de Hortolândia até Hospital Municipal em Campinas de ônibus?,intent_classification,solicitar_rota,solicitar_rota,0.9963987634700233,svm,True
Não gostei do motorista,intent_classification,feedback,feedback,0.995316753413964,svm,True
Como funciona você?,intent_classification,conversacao_geral,conversacao_geral,0.9951041777974744,svm,True
Mostre notícias de tecnologia,intent_classification,desconhecido,desconhecido,0.9943646509956409,svm,True
O ônibus atrasou 15 minutos,intent_classification,feedback,feedback,0.9962431213461435,svm,True
Qual o ônibus que sai de Vila Nova e vai para Aeroporto em Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.9956411435345972,svm,True
E aí?,intent_classification,conversacao_geral,conversacao_geral,0.9955904140051345,svm,True
Tudo certo?,intent_classification,conversacao_geral,conversacao_geral,0.98223917315892,svm,True
Preciso ir de Vila Nova até Rodoviária em Campinas. Qual linha pegar?,intent_classification,solicitar_rota,solicitar_rota,0.9975900647902148,svm,True
Me mostra a previsão do tempo de Paris,intent_classification,desconhecido,desconhecido,0.9944090977385359,svm,True
Pode explicar como usar?,intent_classification,conversacao_geral,conversacao_geral,0.9956145410359206,svm,True
Como investir em ações?,intent_classification,desconhecido,desconhecido,0.9943464671199957,svm,True
Ônibus muito lotado,intent_classification,feedback,feedback,0.9944713696477772,svm,True
"Estou em Hortolândia e quero ir até Universidade, qual linha devo pegar?",intent_classification,solicitar_rota,solicitar_rota,0.9909103695460133,svm,True
E aí?,intent_classification,conversacao_geral,conversacao_geral,0.9955904140051345,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
Traduza isto para francês,intent_classification,desconhecido,desconhecido,0.9939856086758008,svm,True
"Estou no bairro Paulínia, quero chegar no Terminal B em Campinas, qual é a rota?",intent_classification,solicitar_rota,solicitar_rota,0.9934770672320674,svm,True
"Estou em Sumaré, quero ir para Campinas em Campinas. Como faço?",intent_classification,solicitar_rota,solicitar_rota,0.9736646236882177,svm,True
Qual o caminho de ônibus de Jardim Amanda até Shopping em Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.9883992145684228,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
Gostei do atendimento,intent_classification,feedback,feedback,0.9942434871774202,svm,True
Você é um assistente?,intent_classification,conversacao_geral,conversacao_geral,0.9960287065783217,svm,True
Ônibus muito lotado,intent_classification,feedback,feedback,0.9944713696477772,svm,True
Estou testando o sistema,intent_classification,conversacao_geral,conversacao_geral,0.9899635365478865,svm,True
Sugestão: mais horários no pico,intent_classification,feedback,feedback,0.9944316950121936,svm,True
Obrigado!,intent_classification,conversacao_geral,conversacao_geral,0.9955254074425935,svm,True
Ar-condicionado não estava funcionando,intent_classification,feedback,feedback,0.9944543142590545,svm,True
Preciso ir de Sumaré até Rodoviária em Campinas. Qual linha pegar?,intent_classification,solicitar_rota,solicitar_rota,0.997595733799244,svm,True
Me ligue mais tarde,intent_classification,desconhecido,desconhecido,0.9941439444813126,svm,True
"Estou no bairro Terminal A, quero chegar no Terminal B em Campinas, qual é a rota?",intent_classification,solicitar_rota,solicitar_rota,0.9928678358030533,svm,True
Você é um assistente?,intent_classification,conversacao_geral,conversacao_geral,0.9960287065783217,svm,True
Como investir em ações?,intent_classification,desconhecido,desconhecido,0.9943464671199957,svm,True
Qual o preço do dólar hoje?,intent_classification,desconhecido,desconhecido,0.9942332604197489,svm,True
Estou testando,intent_classification,conversacao_geral,conversacao_geral,0.9955762642253894,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
Você pode me ajudar?,intent_classification,conversacao_geral,conversacao_geral,0.995643661107929,svm,True
E aí?,intent_classification,conversacao_geral,conversacao_geral,0.9955904140051345,svm,True
Traduza isto para francês,intent_classification,desconhecido,desconhecido,0.9939856086758008,svm,True
sudo apt-get install algo,intent_classification,desconhecido,desconhecido,0.9943047061159899,svm,True
Aplicativo travando,intent_classification,feedback,feedback,0.9840715301807174,svm,True
Quero assistir um filme agora,intent_classification,desconhecido,desconhecido,0.9942976824382582,svm,True
Qual o caminho de ônibus de Sumaré até Praça Matriz em Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.9957967673062046,svm,True
Elogio para a linha 417,intent_classification,feedback,feedback,0.9940329752529086,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Aplicativo travando,intent_classification,feedback,feedback,0.9840715301807174,svm,True
E aí?,intent_classification,conversacao_geral,conversacao_geral,0.9955904140051345,svm,True
"Saindo de Sumaré, qual ônibus devo pegar para chegar no Aeroporto?",intent_classification,solicitar_rota,solicitar_rota,0.9939506105397502,svm,True
Sugestão: mais horários no pico,intent_classification,feedback,feedback,0.9944316950121936,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
Sugestão: mais horários no pico,intent_classification,feedback,feedback,0.9944316950121936,svm,True
Você pode me ajudar?,intent_classification,conversacao_geral,conversacao_geral,0.995643661107929,svm,True
"Olá, tudo bem?",intent_classification,conversacao_geral,conversacao_geral,0.995459468152759,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Gostei do atendimento,intent_classification,feedback,feedback,0.9942434871774202,svm,True
Como vou de Hortolândia até Aeroporto em Campinas de ônibus?,intent_classification,solicitar_rota,solicitar_rota,0.9963128275102852,svm,True
Qual a senha do Wi-Fi?,intent_classification,desconhecido,desconhecido,0.9941242776182205,svm,True
Qual o caminho de ônibus de Sumaré até Terminal B em Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.9958087273050361,svm,True
O ônibus atrasou 15 minutos,intent_classification,feedback,feedback,0.9962431213461435,svm,True
"Saindo de Parque das Flores, qual ônibus pego para chegar em Campinas em Campinas?",intent_classification,solicitar_rota,solicitar_rota,0.9933558671602652,svm,True
Tá me ouvindo?,intent_classification,conversacao_geral,conversacao_geral,0.9955239176842184,svm,True
Instale esse programa,intent_classification,desconhecido,desconhecido,0.9943567343815678,svm,True
Ajuda por favor,intent_classification,conversacao_geral,conversacao_geral,0.9955158049036555,svm,True
"Preciso de uma rota de Hortolândia para Shopping em Campinas, qual ônibus usar?",intent_classification,solicitar_rota,solicitar_rota,0.9943538554262524,svm,True
Qual o preço do dólar hoje?,intent_classification,desconhecido,desconhecido,0.9942332604197489,svm,True
Estou testando o sistema,intent_classification,conversacao_geral,conversacao_geral,0.9899635365478865,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Preciso ir de Hortolândia até Universidade em Campinas. Qual linha pegar?,intent_classification,solicitar_rota,solicitar_rota,0.9979688899534014,svm,True
"Saindo de Centro, qual ônibus pego para chegar em Praça Matriz em Campinas?",intent_classification,solicitar_rota,solicitar_rota,0.9968942809115404,svm,True
Tudo certo?,intent_classification,conversacao_geral,conversacao_geral,0.98223917315892,svm,True
Parada sem iluminação,intent_classification,feedback,feedback,0.9938174688170892,svm,True
Beleza?,intent_classification,conversacao_geral,conversacao_geral,0.9954882612855536,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
"Estou no bairro Sumaré, quero chegar no Praça Matriz em Campinas, qual é a rota?",intent_classification,solicitar_rota,solicitar_rota,0.9938534573195806,svm,True
Pode explicar como usar?,intent_classification,conversacao_geral,conversacao_geral,0.9956145410359206,svm,True
Ajuda por favor,intent_classification,conversacao_geral,conversacao_geral,0.9955158049036555,svm,True
sudo apt-get install algo,intent_classification,desconhecido,desconhecido,0.9943047061159899,svm,True
Como vou de Hortolândia até Campinas em Campinas de ônibus?,intent_classification,solicitar_rota,solicitar_rota,0.9915502981731598,svm,True
Elogio para a linha 417,intent_classification,feedback,feedback,0.9940329752529086,svm,True
Você pode me ajudar?,intent_classification,conversacao_geral,conversacao_geral,0.995643661107929,svm,True
Quero assistir um filme agora,intent_classification,desconhecido,desconhecido,0.9942976824382582,svm,True
Rota mudou sem aviso,intent_classification,feedback,feedback,0.9943586207862244,svm,True
Mostre notícias de tecnologia,intent_classification,desconhecido,desconhecido,0.9943646509956409,svm,True
Qual a capital da Noruega?,intent_classification,desconhecido,desconhecido,0.9942914081555113,svm,True
Pode explicar como usar?,intent_classification,conversacao_geral,conversacao_geral,0.9956145410359206,svm,True
Gostei do atendimento,intent_classification,feedback,feedback,0.9942434871774202,svm,True
"Saindo de Sumaré, qual ônibus devo pegar para chegar no Rodoviária?",intent_classification,solicitar_rota,solicitar_rota,0.9929789038466096,svm,True
Preciso ir de Jardim Amanda até Hospital Municipal em Campinas. Qual linha pegar?,intent_classification,solicitar_rota,solicitar_rota,0.9967825548752834,svm,True
"Saindo de Hortolândia, qual ônibus pego para chegar em Hospital Municipal em Campinas?",intent_classification,solicitar_rota,solicitar_rota,0.9971362845916824,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Tudo certo?,intent_classification,conversacao_geral,conversacao_geral,0.98223917315892,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
vc joga?,intent_classification,desconhecido,desconhecido,0.9940110241114777,svm,True
Não entendi,intent_classification,conversacao_geral,conversacao_geral,0.9953730696115469,svm,True
Quero comprar um carro,intent_classification,desconhecido,desconhecido,0.9943936616612331,svm,True
Me mostra a previsão do tempo de Paris,intent_classification,desconhecido,desconhecido,0.9944090977385359,svm,True
Elogio para a linha 417,intent_classification,feedback,feedback,0.9940329752529086,svm,True
Não gostei do motorista,intent_classification,feedback,feedback,0.995316753413964,svm,True
Instale esse programa,intent_classification,desconhecido,desconhecido,0.9943567343815678,svm,True
Boa tarde,intent_classification,conversacao_geral,conversacao_geral,0.995404152234563,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
vc joga?,intent_classification,desconhecido,desconhecido,0.9940110241114777,svm,True
Boa tarde,intent_classification,conversacao_geral,conversacao_geral,0.995404152234563,svm,True
vc joga?,intent_classification,desconhecido,desconhecido,0.9940110241114777,svm,True
Parada sem iluminação,intent_classification,feedback,feedback,0.9938174688170892,svm,True
Instale esse programa,intent_classification,desconhecido,desconhecido,0.9943567343815678,svm,True
Valeu,intent_classification,conversacao_geral,conversacao_geral,0.9955611380745285,svm,True
Linha 305 demorou demais,intent_classification,feedback,feedback,0.9940931481076273,svm,True
Quem é você?,intent_classification,conversacao_geral,conversacao_geral,0.9956357413120318,svm,True
Como funciona você?,intent_classification,conversacao_geral,conversacao_geral,0.9951041777974744,svm,True
Não entendi,intent_classification,conversacao_geral,conversacao_geral,0.9953730696115469,svm,True
Beleza?,intent_classification,conversacao_geral,conversacao_geral,0.9954882612855536,svm,True
Agenda uma reunião amanhã,intent_classification,desconhecido,desconhecido,0.994037224372577,svm,True
Abre o navegador,intent_classification,desconhecido,desconhecido,0.9935427517869101,svm,True
"Olá, tudo bem?",intent_classification,conversacao_geral,conversacao_geral,0.995459468152759,svm,True
Pode conversar comigo?,intent_classification,conversacao_geral,conversacao_geral,0.9955680958216014,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Aplicativo travando,intent_classification,feedback,feedback,0.9840715301807174,svm,True
Como investir em ações?,intent_classification,desconhecido,desconhecido,0.9943464671199957,svm,True
"Olá, tudo bem?",intent_classification,conversacao_geral,conversacao_geral,0.995459468152759,svm,True
Preciso ir de Hortolândia até Shopping em Campinas. Qual linha pegar?,intent_classification,solicitar_rota,solicitar_rota,0.9964573988856209,svm,True
"Saindo de Hortolândia, qual ônibus devo pegar para chegar no Hospital Municipal?",intent_classification,solicitar_rota,solicitar_rota,0.995094482135994,svm,True
Elogio para a linha 417,intent_classification,feedback,feedback,0.9940329752529086,svm,True
"Estou em Vila Nova, quero ir para Hospital Municipal em Campinas. Como faço?",intent_classification,solicitar_rota,solicitar_rota,0.9941200830546527,svm,True
"Estou em Centro, quero ir para Praça Matriz em Campinas. Como faço?",intent_classification,solicitar_rota,solicitar_rota,0.9950863761400527,svm,True
"Saindo de Jardim Amanda, qual ônibus devo pegar para chegar no Rodoviária?",intent_classification,solicitar_rota,solicitar_rota,0.9907475853505217,svm,True
"Saindo de Hortolândia, qual ônibus pego para chegar em Rodoviária em Campinas?",intent_classification,solicitar_rota,solicitar_rota,0.9969827143493393,svm,True
Como vou de Jardim Amanda até Shopping em Campinas de ônibus?,intent_classification,solicitar_rota,solicitar_rota,0.9880072195945427,svm,True
Oi,intent_classification,conversacao_geral,conversacao_geral,0.966327799424645,svm,True
O ônibus atrasou 15 minutos,intent_classification,feedback,feedback,0.9962431213461435,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
"Preciso de uma rota de Terminal A para Universidade em Campinas, qual ônibus usar?",intent_classification,solicitar_rota,solicitar_rota,0.9949132997044371,svm,True
"Saindo de Vila Nova, qual ônibus devo pegar para chegar no Praça Matriz?",intent_classification,solicitar_rota,solicitar_rota,0.9921604286372728,svm,True
Agenda uma reunião amanhã,intent_classification,desconhecido,desconhecido,0.994037224372577,svm,True
"Saindo de Hortolândia, qual ônibus devo pegar para chegar no Universidade?",intent_classification,solicitar_rota,solicitar_rota,0.9947303619574615,svm,True
Como fazer bolo de cenoura?,intent_classification,desconhecido,desconhecido,0.994267260754445,svm,True
Qual a senha do Wi-Fi?,intent_classification,desconhecido,desconhecido,0.9941242776182205,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
"Saindo de Jardim Amanda, qual ônibus pego para chegar em Hospital Municipal em Campinas?",intent_classification,solicitar_rota,solicitar_rota,0.9953968451554135,svm,True
Qual o caminho de ônibus de Terminal A até Praça Matriz em Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.9953531588086194,svm,True
Quem é você?,intent_classification,conversacao_geral,conversacao_geral,0.9956357413120318,svm,True
Aplicativo travando,intent_classification,feedback,feedback,0.9840715301807174,svm,True
"Saindo de Terminal A, qual ônibus pego para chegar em Praça Matriz em Campinas?",intent_classification,solicitar_rota,solicitar_rota,0.9970226948045804,svm,True
Qual o caminho de ônibus de Vila Nova até Aeroporto em Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.9961206080135606,svm,True
Como fazer bolo de cenoura?,intent_classification,desconhecido,desconhecido,0.994267260754445,svm,True
Como vou de Sumaré até Campinas em Campinas de ônibus?,intent_classification,solicitar_rota,solicitar_rota,0.9897800553034807,svm,True
Qual a senha do Wi-Fi?,intent_classification,desconhecido,desconhecido,0.9941242776182205,svm,True
"Estou em Terminal A e quero ir até Terminal B, qual linha devo pegar?",intent_classification,solicitar_rota,solicitar_rota,0.9910584747602843,svm,True
Quero assistir um filme agora,intent_classification,desconhecido,desconhecido,0.9942976824382582,svm,True
pode tocar musica,intent_classification,desconhecido,desconhecido,0.9942403077297935,svm,True
sudo apt-get install algo,intent_classification,desconhecido,desconhecido,0.9943047061159899,svm,True
Me mostra a previsão do tempo de Paris,intent_classification,desconhecido,desconhecido,0.9944090977385359,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
Qual o resultado do jogo do Brasil?,intent_classification,desconhecido,desconhecido,0.9944187690787376,svm,True
Qual o resultado do jogo do Brasil?,intent_classification,desconhecido,desconhecido,0.9944187690787376,svm,True
Tá me ouvindo?,intent_classification,conversacao_geral,conversacao_geral,0.9955239176842184,svm,True
Preciso ir de Sumaré até Hospital Municipal em Campinas. Qual linha pegar?,intent_classification,solicitar_rota,solicitar_rota,0.9977038830616026,svm,True
"Estou em Jardim Amanda e quero ir até Shopping, qual linha devo pegar?",intent_classification,solicitar_rota,solicitar_rota,0.97513625003012,svm,True
"Estou em Centro, quero ir para Praça Matriz em Campinas. Como faço?",intent_classification,solicitar_rota,solicitar_rota,0.9950863761400527,svm,True
Gostei do atendimento,intent_classification,feedback,feedback,0.9942434871774202,svm,True
"Saindo de Paulínia, qual ônibus devo pegar para chegar no Rodoviária?",intent_classification,solicitar_rota,solicitar_rota,0.9935952326379865,svm,True
"Preciso de uma rota de Hortolândia para Campinas em Campinas, qual ônibus usar?",intent_classification,solicitar_rota,solicitar_rota,0.991473371902604,svm,True
Valeu,intent_classification,conversacao_geral,conversacao_geral,0.9955611380745285,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
Não gostei do motorista,intent_classification,feedback,feedback,0.995316753413964,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
"Saindo de Paulínia, qual ônibus devo pegar para chegar no Shopping?",intent_classification,solicitar_rota,solicitar_rota,0.9895452429725209,svm,True
Tá me ouvindo?,intent_classification,conversacao_geral,conversacao_geral,0.9955239176842184,svm,True
"Preciso de uma rota de Parque das Flores para Praça Matriz em Campinas, qual ônibus usar?",intent_classification,solicitar_rota,solicitar_rota,0.9963444795329695,svm,True
Rota mudou sem aviso,intent_classification,feedback,feedback,0.9943586207862244,svm,True
Abre o navegador,intent_classification,desconhecido,desconhecido,0.9935427517869101,svm,True
O ônibus atrasou 15 minutos,intent_classification,feedback,feedback,0.9962431213461435,svm,True
Pode explicar como usar?,intent_classification,conversacao_geral,conversacao_geral,0.9956145410359206,svm,True
Estou testando,intent_classification,conversacao_geral,conversacao_geral,0.9955762642253894,svm,True
Instale esse programa,intent_classification,desconhecido,desconhecido,0.9943567343815678,svm,True
Pode conversar comigo?,intent_classification,conversacao_geral,conversacao_geral,0.9955680958216014,svm,True
sudo apt-get install algo,intent_classification,desconhecido,desconhecido,0.9943047061159899,svm,True
"Preciso de uma rota de Parque das Flores para Praça Matriz em Campinas, qual ônibus usar?",intent_classification,solicitar_rota,solicitar_rota,0.9963444795329695,svm,True
Me ligue mais tarde,intent_classification,desconhecido,desconhecido,0.9941439444813126,svm,True
Como vou de Parque das Flores até Hospital Municipal em Campinas de ônibus?,intent_classification,solicitar_rota,solicitar_rota,0.9958166824871894,svm,True
Rota mudou sem aviso,intent_classification,feedback,feedback,0.9943586207862244,svm,True
Estou testando o sistema,intent_classification,conversacao_geral,conversacao_geral,0.9899635365478865,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
Bom dia,intent_classification,conversacao_geral,conversacao_geral,0.9850082925676289,svm,True
Estou testando o sistema,intent_classification,conversacao_geral,conversacao_geral,0.9899635365478865,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Qual o caminho de ônibus de Vila Nova até Shopping em Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.9935271313907165,svm,True
Qual o caminho de ônibus de Hortolândia até Hospital Municipal em Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.9966545072564319,svm,True
Ajuda por favor,intent_classification,conversacao_geral,conversacao_geral,0.9955158049036555,svm,True
Gostei do atendimento,intent_classification,feedback,feedback,0.9942434871774202,svm,True
Parada sem iluminação,intent_classification,feedback,feedback,0.9938174688170892,svm,True
sudo apt-get install algo,intent_classification,desconhecido,desconhecido,0.9943047061159899,svm,True
Me mostra a previsão do tempo de Paris,intent_classification,desconhecido,desconhecido,0.9944090977385359,svm,True
"Estou no bairro Centro, quero chegar no Hospital Municipal em Campinas, qual é a rota?",intent_classification,solicitar_rota,solicitar_rota,0.9956666704534891,svm,True
"Olá, tudo bem?",intent_classification,conversacao_geral,conversacao_geral,0.995459468152759,svm,True
Elogio para a linha 417,intent_classification,feedback,feedback,0.9940329752529086,svm,True
Preciso ir de Paulínia até Shopping em Campinas. Qual linha pegar?,intent_classification,solicitar_rota,solicitar_rota,0.9961700087572031,svm,True
Sugestão: mais horários no pico,intent_classification,feedback,feedback,0.9944316950121936,svm,True
Ar-condicionado não estava funcionando,intent_classification,feedback,feedback,0.9944543142590545,svm,True
"Estou no bairro Hortolândia, quero chegar no Aeroporto em Campinas, qual é a rota?",intent_classification,solicitar_rota,solicitar_rota,0.9928717860760726,svm,True
Você pode me ajudar?,intent_classification,conversacao_geral,conversacao_geral,0.995643661107929,svm,True
Qual o preço do dólar hoje?,intent_classification,desconhecido,desconhecido,0.9942332604197489,svm,True
"Estou no bairro Hortolândia, quero chegar no Universidade em Campinas, qual é a rota?",intent_classification,solicitar_rota,solicitar_rota,0.9924637384610987,svm,True
Você é um assistente?,intent_classification,conversacao_geral,conversacao_geral,0.9960287065783217,svm,True
Qual o ônibus que sai de Jardim Amanda e vai para Universidade em Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.99415096780154,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Qual seu nome?,intent_classification,conversacao_geral,conversacao_geral,0.9955118632437792,svm,True
"Estou em Vila Nova, quero ir para Terminal B em Campinas. Como faço?",intent_classification,solicitar_rota,solicitar_rota,0.99317538227853,svm,True
Não entendi,intent_classification,conversacao_geral,conversacao_geral,0.9953730696115469,svm,True
"Preciso de uma rota de Vila Nova para Rodoviária em Campinas, qual ônibus usar?",intent_classification,solicitar_rota,solicitar_rota,0.9960510269832753,svm,True
sudo apt-get install algo,intent_classification,desconhecido,desconhecido,0.9943047061159899,svm,True
"Estou no bairro Terminal A, quero chegar no Terminal B em Campinas, qual é a rota?",intent_classification,solicitar_rota,solicitar_rota,0.9928678358030533,svm,True
"Estou no bairro Parque das Flores, quero chegar no Terminal B em Campinas, qual é a rota?",intent_classification,solicitar_rota,solicitar_rota,0.9945498659327413,svm,True
"Estou em Paulínia e quero ir até Rodoviária, qual linha devo pegar?",intent_classification,solicitar_rota,solicitar_rota,0.9903556944796811,svm,True
Quem ganhou o Oscar?,intent_classification,desconhecido,desconhecido,0.993718969719786,svm,True
Não gostei do motorista,intent_classification,feedback,feedback,0.995316753413964,svm,True
Beleza?,intent_classification,conversacao_geral,conversacao_geral,0.9954882612855536,svm,True
Qual a capital da Noruega?,intent_classification,desconhecido,desconhecido,0.9942914081555113,svm,True
"Saindo de Vila Nova, qual ônibus devo pegar para chegar no Terminal B?",intent_classification,solicitar_rota,solicitar_rota,0.9930340272416823,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Qual a senha do Wi-Fi?,intent_classification,desconhecido,desconhecido,0.9941242776182205,svm,True
Bom dia,intent_classification,conversacao_geral,conversacao_geral,0.9850082925676289,svm,True
Quero comprar um carro,intent_classification,desconhecido,desconhecido,0.9943936616612331,svm,True
Beleza?,intent_classification,conversacao_geral,conversacao_geral,0.9954882612855536,svm,True
Traduza isto para francês,intent_classification,desconhecido,desconhecido,0.9939856086758008,svm,True
Boa noite,intent_classification,conversacao_geral,conversacao_geral,0.9814878684484581,svm,True
Traduza isto para francês,intent_classification,desconhecido,desconhecido,0.9939856086758008,svm,True
Não gostei do motorista,intent_classification,feedback,feedback,0.995316753413964,svm,True
"Preciso de uma rota de Sumaré para Aeroporto em Campinas, qual ônibus usar?",intent_classification,solicitar_rota,solicitar_rota,0.9957407137584058,svm,True
Ajuda por favor,intent_classification,conversacao_geral,conversacao_geral,0.9955158049036555,svm,True
Gostei do atendimento,intent_classification,feedback,feedback,0.9942434871774202,svm,True
Você é um assistente?,intent_classification,conversacao_geral,conversacao_geral,0.9960287065783217,svm,True
Quero comprar um carro,intent_classification,desconhecido,desconhecido,0.9943936616612331,svm,True
Traduza isto para francês,intent_classification,desconhecido,desconhecido,0.9939856086758008,svm,True
Obrigado!,intent_classification,conversacao_geral,conversacao_geral,0.9955254074425935,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Pode conversar comigo?,intent_classification,conversacao_geral,conversacao_geral,0.9955680958216014,svm,True
"Preciso de uma rota de Hortolândia para Aeroporto em Campinas, qual ônibus usar?",intent_classification,solicitar_rota,solicitar_rota,0.9962401283551161,svm,True
"Estou em Parque das Flores, quero ir para Campinas em Campinas. Como faço?",intent_classification,solicitar_rota,solicitar_rota,0.9847704622523378,svm,True
Valeu,intent_classification,conversacao_geral,conversacao_geral,0.9955611380745285,svm,True
Boa tarde,intent_classification,conversacao_geral,conversacao_geral,0.995404152234563,svm,True
Como investir em ações?,intent_classification,desconhecido,desconhecido,0.9943464671199957,svm,True
Abre o navegador,intent_classification,desconhecido,desconhecido,0.9935427517869101,svm,True
Pode conversar comigo?,intent_classification,conversacao_geral,conversacao_geral,0.9955680958216014,svm,True
Ajuda por favor,intent_classification,conversacao_geral,conversacao_geral,0.9955158049036555,svm,True
Obrigado!,intent_classification,conversacao_geral,conversacao_geral,0.9955254074425935,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
Ar-condicionado não estava funcionando,intent_classification,feedback,feedback,0.9944543142590545,svm,True
Tudo certo?,intent_classification,conversacao_geral,conversacao_geral,0.98223917315892,svm,True
Qual o caminho de ônibus de Jardim Amanda até Hospital Municipal em Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.9933648715303048,svm,True
