user_text,intent
Quantos planetas existem?,desconhecido
Ônibus para Rodoviária agora,solicitar_rota
Rota mudou sem aviso,feedback
onibus atrasou,feedback
Traçar rota para Rodoviária,solicitar_rota
Me leva para Universidade,solicitar_rota
Como chego em Rodoviária?,solicitar_rota
Quero sair de Campinas e chegar em Shopping Central,solicitar_rota
como chego em Universidade,solicitar_rota
Valeu,conversacao_geral
Como fazer bolo de cenoura?,desconhecido
"Bom dia, tudo certo aí?",conversacao_geral
Elogio para a linha 1001,feedback
Você fala português?,conversacao_geral
rota Sumaré p Estação Sul,solicitar_rota
Quantos planetas existem?,desconhecido
O ônibus atrasou 14 minutos,feedback
Me mostra a previsão do tempo de Paris,desconhecido
Tarifa muito alta,feedback
Demora para atualizar horários,feedback
asdfghjk,desconhecido
Valeu,conversacao_geral
Qual ônibus para Terminal B?,solicitar_rota
Não gostei do motorista,feedback
Não gostei do motorista,feedback
"Olá, tudo bem?",conversacao_geral
ir de Estação Norte pra Terminal B,solicitar_rota
Ar-condicionado gelando demais,feedback
Mostre notícias de tecnologia,desconhecido
Como fazer bolo de cenoura?,desconhecido
Tarifa muito alta,feedback
Quero sair de Hortolândia e chegar em Terminal B,solicitar_rota
Elogio para a linha 101,feedback
Pode explicar como usar?,conversacao_geral
Me mostra a rota até Hospital Municipal,solicitar_rota
Preciso do caminho até Rodoviária,solicitar_rota
app travando,feedback
Como consertar meu computador?,desconhecido
como chego em Shopping Central,solicitar_rota
Motorista dirigiu com cuidado,feedback
Traduza isto para francês,desconhecido
Sugestão: mais horários no pico,feedback
Linha 305 demorou demais,feedback
Banco quebrado no fundo,feedback
Perdi o ônibus por atraso,feedback
Quero assistir um filme agora,desconhecido
q q é isso,desconhecido
Tem suporte humano?,conversacao_geral
Boa tarde,conversacao_geral
Traçar rota para Universidade,solicitar_rota
Pode repetir?,conversacao_geral
Som muito alto dentro do ônibus,feedback
Som muito alto dentro do ônibus,feedback
Tudo em ordem?,conversacao_geral
Me ligue mais tarde,desconhecido
Banco quebrado no fundo,feedback
Gostei do atendimento,feedback
Quero assistir um filme agora,desconhecido
Como chego em Hospital Municipal?,solicitar_rota
Qual ônibus para Praça Matriz?,solicitar_rota
O ônibus atrasou 29 minutos,feedback
Como posso começar a usar?,conversacao_geral
Me mostra a previsão do tempo de Paris,desconhecido
Agenda uma reunião amanhã,desconhecido
asdfghjk,desconhecido
Quantos planetas existem?,desconhecido
Motorista foi educado,feedback
gostei do servico,feedback
Boa tarde,conversacao_geral
Boa tarde,conversacao_geral
Informação do app não confere,feedback
"Bom dia, tudo certo aí?",conversacao_geral
Receita de lasanha,desconhecido
Tá me ouvindo?,conversacao_geral
Gostei do atendimento,feedback
Tem suporte humano?,conversacao_geral
q onibus vai pra Centro?,solicitar_rota
Banco quebrado no fundo,feedback
Motorista dirigiu com cuidado,feedback
Qual o preço do dólar hoje?,desconhecido
nao to entendendo nd,desconhecido
Ar-condicionado não estava funcionando,feedback
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Mostre notícias de tecnologia,desconhecido
Motorista foi educado,feedback
q onibus vai pra Shopping Central?,solicitar_rota
Qual o ponto mais perto de Estação Sul?,solicitar_rota
Qual o preço do dólar hoje?,desconhecido
Próximo ônibus para Estação Sul,solicitar_rota
Qual seu objetivo?,conversacao_geral
Como funciona você?,conversacao_geral
Parada sem iluminação,feedback
Aplicativo travando com frequência,feedback
Traçar rota para Praça Matriz,solicitar_rota
Quantos planetas existem?,desconhecido
E aí?,conversacao_geral
gostei do servico,feedback
Qual seu nome?,conversacao_geral
Abre o navegador,desconhecido
Valeu,conversacao_geral
Qual o melhor trajeto para Shopping Central?,solicitar_rota
"Tenho que ir para Jardim São Paulo, ajuda",solicitar_rota
Preciso ir até Estação Sul saindo de Vila Nova,solicitar_rota
sudo apt-get install algo,desconhecido
Aplicativo travando com frequência,feedback
Rota mudou sem aviso,feedback
Tá me ouvindo?,conversacao_geral
Qual o preço do dólar hoje?,desconhecido
Me mostra a rota até Universidade,solicitar_rota
Qual seu nome?,conversacao_geral
Banco quebrado no fundo,feedback
ir de Sumaré pra Rodoviária,solicitar_rota
Qual a capital da Noruega?,desconhecido
vc joga?,desconhecido
O ônibus atrasou 7 minutos,feedback
Pode conversar comigo?,conversacao_geral
Motorista não parou no ponto,feedback
reclamacao: muito cheio,feedback
vc joga?,desconhecido
Que horas passa a linha 202?,solicitar_rota
Tem suporte humano?,conversacao_geral
Ar-condicionado não estava funcionando,feedback
Rota do ponto Hortolândia ao Praça Matriz,solicitar_rota
Sugestão: mais horários no pico,feedback
Como fazer bolo de cenoura?,desconhecido
Rota do ponto Centro ao Estação Sul,solicitar_rota
Como funciona você?,conversacao_geral
sudo apt-get install algo,desconhecido
Preciso do caminho até Terminal B,solicitar_rota
Quero comprar um carro,desconhecido
Como aprender violão rápido?,desconhecido
Rota do ponto Vila Nova ao Estação Sul,solicitar_rota
Quem ganhou o Oscar?,desconhecido
Instale esse programa,desconhecido
Motorista foi educado,feedback
Mostre notícias de tecnologia,desconhecido
Elogio para a linha 1001,feedback
Reclamação sobre limpeza do veículo,feedback
q q é isso,desconhecido
Como vai?,conversacao_geral
Pode falar comigo?,conversacao_geral
"Bom dia, tudo certo aí?",conversacao_geral
nao to entendendo nd,desconhecido
asdfghjk,desconhecido
Ônibus para Shopping Central agora,solicitar_rota
Qual itinerário da linha 1001?,solicitar_rota
Como funciona você?,conversacao_geral
Qual o preço do dólar hoje?,desconhecido
Pode conversar comigo?,conversacao_geral
Linha 701 demorou demais,feedback
Preciso do caminho até Jardim São Paulo,solicitar_rota
Quantos planetas existem?,desconhecido
Ar-condicionado gelando demais,feedback
Pode explicar como usar?,conversacao_geral
"Bom dia, tudo certo aí?",conversacao_geral
Ar-condicionado não estava funcionando,feedback
Banco quebrado no fundo,feedback
Oi,conversacao_geral
app travando,feedback
Quero ir de Terminal A para Hospital Municipal,solicitar_rota
Informação do app não confere,feedback
Me ligue mais tarde,desconhecido
Não gostei do motorista,feedback
Me ligue mais tarde,desconhecido
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Instale esse programa,desconhecido
Qual a senha do Wi-Fi?,desconhecido
gostei do servico,feedback
Qual o melhor trajeto para Universidade?,solicitar_rota
Quantos planetas existem?,desconhecido
Sugestão: mais horários no pico,feedback
Qual linha vai para Shopping Central?,solicitar_rota
Motorista não parou no ponto,feedback
Não entendi,conversacao_geral
Ônibus muito lotado,feedback
Pode repetir?,conversacao_geral
pode tocar musica,desconhecido
Perdi o ônibus por atraso,feedback
Instale esse programa,desconhecido
"Eu preciso de sua ajuda, por favor.",conversacao_geral
O ônibus atrasou 8 minutos,feedback
Qual seu objetivo?,conversacao_geral
Traduza isto para francês,desconhecido
Como fazer bolo de cenoura?,desconhecido
Sugestão: mais horários no pico,feedback
Como aprender violão rápido?,desconhecido
Quero assistir um filme agora,desconhecido
Oi,conversacao_geral
Rota mudou sem aviso,feedback
Como fazer bolo de cenoura?,desconhecido
Qual itinerário da linha 417?,solicitar_rota
Motorista foi educado,feedback
Preciso ir até Rodoviária saindo de Parque das Flores,solicitar_rota
Você fala português?,conversacao_geral
Elogio para a linha 522,feedback
Próximo ônibus para Terminal B,solicitar_rota
Pode conversar comigo?,conversacao_geral
Ônibus para Praça Matriz agora,solicitar_rota
Você é um assistente?,conversacao_geral
"Tenho que ir para Praça Matriz, ajuda",solicitar_rota
Que horas passa a linha 609?,solicitar_rota
Tem suporte humano?,conversacao_geral
Qual ônibus para Hospital Municipal?,solicitar_rota
Qual o preço do dólar hoje?,desconhecido
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Qual seu objetivo?,conversacao_geral
Quero ir de Vila Nova para Shopping Central,solicitar_rota
Me mostra a rota até Universidade,solicitar_rota
Quem é você?,conversacao_geral
Motorista foi educado,feedback
Elogio para a linha 1001,feedback
sudo apt-get install algo,desconhecido
Som muito alto dentro do ônibus,feedback
Pode explicar como usar?,conversacao_geral
Valeu,conversacao_geral
Como fazer bolo de cenoura?,desconhecido
Banco quebrado no fundo,feedback
Quero assistir um filme agora,desconhecido
Como consertar meu computador?,desconhecido
"Com licença, você pode me auxiliar?",conversacao_geral
Tarifa muito alta,feedback
Como posso começar a usar?,conversacao_geral
Quero comprar um carro,desconhecido
Me leva para Estação Sul,solicitar_rota
Como aprender violão rápido?,desconhecido
E aí?,conversacao_geral
Quero sair de Americana e chegar em Praça Matriz,solicitar_rota
onibus atrasou,feedback
Obrigado!,conversacao_geral
Quem é você?,conversacao_geral
Sou de Centro quero ir para Aeroporto,solicitar_rota
Quem é você?,conversacao_geral
Estou testando,conversacao_geral
como chego em Universidade,solicitar_rota
Agenda uma reunião amanhã,desconhecido
Como consertar meu computador?,desconhecido
Qual ônibus para Jardim São Paulo?,solicitar_rota
Rota do ponto Parque das Flores ao Universidade,solicitar_rota
Como chego em Centro?,solicitar_rota
Gostei do atendimento,feedback
Motorista foi educado,feedback
Pode falar comigo?,conversacao_geral
Som muito alto dentro do ônibus,feedback
pode tocar musica,desconhecido
Saindo de Sumaré indo até Rodoviária,solicitar_rota
Sugestão: mais horários no pico,feedback
Como aprender violão rápido?,desconhecido
q onibus vai pra Terminal B?,solicitar_rota
Mostre notícias de tecnologia,desconhecido
Quem ganhou o Oscar?,desconhecido
pode tocar musica,desconhecido
Tem ônibus Parque das Flores -> Hospital Municipal?,solicitar_rota
Aplicativo travando com frequência,feedback
Som muito alto dentro do ônibus,feedback
Receita de lasanha,desconhecido
Demora para atualizar horários,feedback
Você é um assistente?,conversacao_geral
Motorista dirigiu com cuidado,feedback
Quero sair de Estação Norte e chegar em Hospital Municipal,solicitar_rota
Como aprender violão rápido?,desconhecido
Ar-condicionado gelando demais,feedback
ir de Paulínia pra Rodoviária,solicitar_rota
Tarifa muito alta,feedback
Ônibus para Shopping Central agora,solicitar_rota
Saindo de Parque das Flores indo até Rodoviária,solicitar_rota
onibus atrasou,feedback
pode tocar musica,desconhecido
nao to entendendo nd,desconhecido
Você pode me ajudar?,conversacao_geral
vc joga?,desconhecido
Qual ônibus para Rodoviária?,solicitar_rota
Banco quebrado no fundo,feedback
q onibus vai pra Hospital Municipal?,solicitar_rota
Me mostra a previsão do tempo de Paris,desconhecido
Estou testando,conversacao_geral
"Tenho que ir para Rodoviária, ajuda",solicitar_rota
pode tocar musica,desconhecido
Como consertar meu computador?,desconhecido
Você pode me ajudar?,conversacao_geral
Linha 305 demorou demais,feedback
Quero comprar um carro,desconhecido
Ônibus muito lotado,feedback
Você pode me ajudar?,conversacao_geral
onibus atrasou,feedback
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Aplicativo travando com frequência,feedback
Me mostra a rota até Universidade,solicitar_rota
Demora para atualizar horários,feedback
Qual o preço do dólar hoje?,desconhecido
asdfghjk,desconhecido
Oi,conversacao_geral
Quem ganhou o Oscar?,desconhecido
Quero ir de Parque das Flores para Shopping Central,solicitar_rota
como chego em Rodoviária,solicitar_rota
como chego em Rodoviária,solicitar_rota
Pode falar comigo?,conversacao_geral
vc joga?,desconhecido
Me leva para Hospital Municipal,solicitar_rota
Traduza isto para francês,desconhecido
O ônibus atrasou 24 minutos,feedback
Pode explicar como usar?,conversacao_geral
Sugestão: mais horários no pico,feedback
Mostre notícias de tecnologia,desconhecido
Como aprender violão rápido?,desconhecido
Demora para atualizar horários,feedback
Oi,conversacao_geral
Qual o ponto mais perto de Universidade?,solicitar_rota
O que você faz?,conversacao_geral
Me mostra a rota até Centro,solicitar_rota
ir de Estação Norte pra Estação Sul,solicitar_rota
O ônibus atrasou 21 minutos,feedback
Ar-condicionado não estava funcionando,feedback
Qual o resultado do jogo do Brasil?,desconhecido
Aplicativo travando com frequência,feedback
Instale esse programa,desconhecido
vc joga?,desconhecido
Quero assistir um filme agora,desconhecido
Preciso ir até Estação Sul saindo de Parque das Flores,solicitar_rota
Próximo ônibus para Centro,solicitar_rota
Linha 101 demorou demais,feedback
Como fazer bolo de cenoura?,desconhecido
Como posso começar a usar?,conversacao_geral
Me leva para Jardim São Paulo,solicitar_rota
Motorista foi educado,feedback
vc joga?,desconhecido
Como posso começar a usar?,conversacao_geral
Como aprender violão rápido?,desconhecido
Você fala português?,conversacao_geral
Boa tarde,conversacao_geral
Como consertar meu computador?,desconhecido
Ônibus muito lotado,feedback
Tem suporte humano?,conversacao_geral
Valeu,conversacao_geral
Tem ônibus Paulínia -> Estação Sul?,solicitar_rota
Como vou de Parque das Flores até Centro?,solicitar_rota
Estou testando,conversacao_geral
Que horas passa a linha 808?,solicitar_rota
Qual ônibus para Hospital Municipal?,solicitar_rota
Você é um assistente?,conversacao_geral
Quantos planetas existem?,desconhecido
Tarifa muito alta,feedback
Informação do app não confere,feedback
Motorista dirigiu com cuidado,feedback
Qual ônibus para Hospital Municipal?,solicitar_rota
Como aprender violão rápido?,desconhecido
Saindo de Estação Norte indo até Centro,solicitar_rota
Receita de lasanha,desconhecido
Não entendi,conversacao_geral
Motorista não parou no ponto,feedback
Me mostra a previsão do tempo de Paris,desconhecido
Sugestão: mais horários no pico,feedback
Me ligue mais tarde,desconhecido
Como fazer bolo de cenoura?,desconhecido
Qual a senha do Wi-Fi?,desconhecido
Ônibus para Praça Matriz agora,solicitar_rota
Próximo ônibus para Centro,solicitar_rota
Saindo de Americana indo até Shopping Central,solicitar_rota
Tá me ouvindo?,conversacao_geral
Saindo de Parque das Flores indo até Centro,solicitar_rota
Tem suporte humano?,conversacao_geral
Estou testando,conversacao_geral
Motorista não parou no ponto,feedback
Gostei do atendimento,feedback
Mostre notícias de tecnologia,desconhecido
Preciso do caminho até Terminal B,solicitar_rota
Não gostei do motorista,feedback
Como chego em Shopping Central?,solicitar_rota
reclamacao: muito cheio,feedback
Quero comprar um carro,desconhecido
Quero comprar um carro,desconhecido
Como consertar meu computador?,desconhecido
Tem suporte humano?,conversacao_geral
Estou testando,conversacao_geral
reclamacao: muito cheio,feedback
Pode conversar comigo?,conversacao_geral
q onibus vai pra Terminal B?,solicitar_rota
Pode conversar comigo?,conversacao_geral
Que horas passa a linha 609?,solicitar_rota
Linha 305 demorou demais,feedback
Parada sem iluminação,feedback
Tem ônibus Hortolândia -> Centro?,solicitar_rota
Motorista não parou no ponto,feedback
Parada sem iluminação,feedback
Receita de lasanha,desconhecido
q q é isso,desconhecido
"Olá, tudo bem?",conversacao_geral
Oi,conversacao_geral
Valeu,conversacao_geral
Agenda uma reunião amanhã,desconhecido
gostei do servico,feedback
Linha 1001 demorou demais,feedback
Traduza isto para francês,desconhecido
Qual a senha do Wi-Fi?,desconhecido
E aí?,conversacao_geral
Pode explicar como usar?,conversacao_geral
pode tocar musica,desconhecido
O que você faz?,conversacao_geral
Quero ir de Estação Norte para Terminal B,solicitar_rota
"Olá, tudo bem?",conversacao_geral
Parada sem iluminação,feedback
Informação do app não confere,feedback
app travando,feedback
vc joga?,desconhecido
Traduza isto para francês,desconhecido
rota Centro p Centro,solicitar_rota
Receita de lasanha,desconhecido
Preciso do caminho até Rodoviária,solicitar_rota
Qual a capital da Noruega?,desconhecido
Sugestão: mais horários no pico,feedback
Como chego em Terminal B?,solicitar_rota
Obrigado!,conversacao_geral
Perdi o ônibus por atraso,feedback
"Poderia me dar um auxílio, por obséquio?",conversacao_geral
Parada sem iluminação,feedback
Como consertar meu computador?,desconhecido
Você é um assistente?,conversacao_geral
Instale esse programa,desconhecido
como chego em Hospital Municipal,solicitar_rota
Me mostra a previsão do tempo de Paris,desconhecido
Me mostra a rota até Terminal B,solicitar_rota
Ônibus para Estação Sul agora,solicitar_rota
O que você faz?,conversacao_geral
nao to entendendo nd,desconhecido
Saindo de Parque das Flores indo até Hospital Municipal,solicitar_rota
Qual a senha do Wi-Fi?,desconhecido
Qual seu objetivo?,conversacao_geral
Não entendi,conversacao_geral
Gostei do atendimento,feedback
Obrigado!,conversacao_geral
Ônibus muito lotado,feedback
Como chego em Hospital Municipal?,solicitar_rota
Tem ônibus Vila Nova -> Praça Matriz?,solicitar_rota
Ônibus muito lotado,feedback
Pode falar comigo?,conversacao_geral
Não gostei do motorista,feedback
Pode explicar como usar?,conversacao_geral
Você fala português?,conversacao_geral
Sou de Estação Norte quero ir para Jardim São Paulo,solicitar_rota
"Tenho que ir para Universidade, ajuda",solicitar_rota
Qual seu objetivo?,conversacao_geral
Qual o preço do dólar hoje?,desconhecido
ir de Campinas pra Jardim São Paulo,solicitar_rota
Qual a senha do Wi-Fi?,desconhecido
Como vou de Paulínia até Universidade?,solicitar_rota
Me ligue mais tarde,desconhecido
"Bom dia, tudo certo aí?",conversacao_geral
Qual o melhor trajeto para Aeroporto?,solicitar_rota
O que você faz?,conversacao_geral
Você é um assistente?,conversacao_geral
Você fala português?,conversacao_geral
Como fazer bolo de cenoura?,desconhecido
Me mostra a rota até Praça Matriz,solicitar_rota
"Solicito sua ajuda, por favor.",conversacao_geral
Ar-condicionado gelando demais,feedback
Gostei do atendimento,feedback
O ônibus atrasou 11 minutos,feedback
Como investir em ações?,desconhecido
Instale esse programa,desconhecido
pode tocar musica,desconhecido
Som muito alto dentro do ônibus,feedback
Que horas passa a linha 808?,solicitar_rota
"Olá, tudo bem?",conversacao_geral
Linha 909 demorou demais,feedback
Como vou de Campinas até Centro?,solicitar_rota
Obrigado!,conversacao_geral
Rota mudou sem aviso,feedback
Motorista foi educado,feedback
Quero comprar um carro,desconhecido
Banco quebrado no fundo,feedback
Motorista foi educado,feedback
Tem suporte humano?,conversacao_geral
Quantos planetas existem?,desconhecido
Ônibus muito lotado,feedback
q q é isso,desconhecido
Ar-condicionado gelando demais,feedback
Quem é você?,conversacao_geral
Saindo de Vila Nova indo até Hospital Municipal,solicitar_rota
Como aprender violão rápido?,desconhecido
Ônibus muito lotado,feedback
Aplicativo travando com frequência,feedback
Mostre notícias de tecnologia,desconhecido
Valeu,conversacao_geral
Motorista foi educado,feedback
Pode conversar comigo?,conversacao_geral
Como consertar meu computador?,desconhecido
Obrigado!,conversacao_geral
Como funciona você?,conversacao_geral
Quantos planetas existem?,desconhecido
E aí?,conversacao_geral
nao to entendendo nd,desconhecido
Motorista dirigiu com cuidado,feedback
Saindo de Paulínia indo até Aeroporto,solicitar_rota
Quero comprar um carro,desconhecido
Tem suporte humano?,conversacao_geral
Pode conversar comigo?,conversacao_geral
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
O ônibus atrasou 5 minutos,feedback
Tem suporte humano?,conversacao_geral
como chego em Centro,solicitar_rota
Linha 305 demorou demais,feedback
gostei do servico,feedback
Qual o preço do dólar hoje?,desconhecido
Tá me ouvindo?,conversacao_geral
Elogio para a linha 609,feedback
Qual ônibus para Jardim São Paulo?,solicitar_rota
E aí?,conversacao_geral
onibus atrasou,feedback
vc joga?,desconhecido
Som muito alto dentro do ônibus,feedback
Motorista foi educado,feedback
Tem ônibus Vila Nova -> Shopping Central?,solicitar_rota
Não entendi,conversacao_geral
ir de Vila Nova pra Hospital Municipal,solicitar_rota
Sugestão: mais horários no pico,feedback
Como chego em Universidade?,solicitar_rota
Quantos planetas existem?,desconhecido
Som muito alto dentro do ônibus,feedback
Ar-condicionado não estava funcionando,feedback
Receita de lasanha,desconhecido
Como vou de Hortolândia até Jardim São Paulo?,solicitar_rota
Como chego em Praça Matriz?,solicitar_rota
Preciso do caminho até Universidade,solicitar_rota
Me mostra a previsão do tempo de Paris,desconhecido
Você é um assistente?,conversacao_geral
Me mostra a rota até Shopping Central,solicitar_rota
Saindo de Estação Norte indo até Estação Sul,solicitar_rota
O ônibus atrasou 29 minutos,feedback
Valeu,conversacao_geral
Me mostra a previsão do tempo de Paris,desconhecido
Demora para atualizar horários,feedback
Como fazer bolo de cenoura?,desconhecido
"Olá, tudo bem?",conversacao_geral
reclamacao: muito cheio,feedback
Qual a senha do Wi-Fi?,desconhecido
Gostei do atendimento,feedback
Rota do ponto Paulínia ao Jardim São Paulo,solicitar_rota
Preciso do caminho até Praça Matriz,solicitar_rota
Motorista dirigiu com cuidado,feedback
Gostei do atendimento,feedback
Como vou de Americana até Praça Matriz?,solicitar_rota
Como posso começar a usar?,conversacao_geral
Você fala português?,conversacao_geral
Motorista não parou no ponto,feedback
Tá me ouvindo?,conversacao_geral
Qual seu nome?,conversacao_geral
"Bom dia, tudo certo aí?",conversacao_geral
onibus atrasou,feedback
Me leva para Estação Sul,solicitar_rota
Linha 701 demorou demais,feedback
Estou testando,conversacao_geral
ir de Paulínia pra Universidade,solicitar_rota
Pode repetir?,conversacao_geral
Como investir em ações?,desconhecido
onibus atrasou,feedback
Abre o navegador,desconhecido
Elogio para a linha 417,feedback
vc joga?,desconhecido
Joia?,conversacao_geral
Me leva para Terminal B,solicitar_rota
Qual itinerário da linha 305?,solicitar_rota
Quero comprar um carro,desconhecido
q q é isso,desconhecido
Perdi o ônibus por atraso,feedback
Como posso começar a usar?,conversacao_geral
Mostre notícias de tecnologia,desconhecido
Elogio para a linha 909,feedback
Qual ônibus para Rodoviária?,solicitar_rota
Você é um assistente?,conversacao_geral
Agenda uma reunião amanhã,desconhecido
vc joga?,desconhecido
Traduza isto para francês,desconhecido
Como aprender violão rápido?,desconhecido
Não gostei do motorista,feedback
Perdi o ônibus por atraso,feedback
Você pode me ajudar?,conversacao_geral
Preciso do caminho até Universidade,solicitar_rota
ir de Hortolândia pra Aeroporto,solicitar_rota
Não gostei do motorista,feedback
Saindo de Hortolândia indo até Estação Sul,solicitar_rota
Preciso de um favor seu.,conversacao_geral
como chego em Shopping Central,solicitar_rota
Qual seu nome?,conversacao_geral
Importa-se de me ajudar?,conversacao_geral
Não entendi,conversacao_geral
Como investir em ações?,desconhecido
Sou de Vila Nova quero ir para Estação Sul,solicitar_rota
Não entendi,conversacao_geral
O ônibus atrasou 25 minutos,feedback
Estou testando,conversacao_geral
Você pode me ajudar?,conversacao_geral
Tá me ouvindo?,conversacao_geral
reclamacao: muito cheio,feedback
Me leva para Rodoviária,solicitar_rota
Ônibus para Universidade agora,solicitar_rota
Abre o navegador,desconhecido
"Olá, tudo bem?",conversacao_geral
Obrigado!,conversacao_geral
reclamacao: muito cheio,feedback
Motorista foi educado,feedback
Perdi o ônibus por atraso,feedback
Pode explicar como usar?,conversacao_geral
rota Terminal A p Estação Sul,solicitar_rota
Elogio para a linha 909,feedback
E aí?,conversacao_geral
Firmeza?,conversacao_geral
gostei do servico,feedback
O ônibus atrasou 29 minutos,feedback
Tem suporte humano?,conversacao_geral
Sou de Parque das Flores quero ir para Estação Sul,solicitar_rota
Qual ônibus para Jardim São Paulo?,solicitar_rota
pode tocar musica,desconhecido
Ar-condicionado não estava funcionando,feedback
Demora para atualizar horários,feedback
Banco quebrado no fundo,feedback
Qual o ponto mais perto de Rodoviária?,solicitar_rota
Motorista dirigiu com cuidado,feedback
nao to entendendo nd,desconhecido
Qual o ponto mais perto de Estação Sul?,solicitar_rota
Parada sem iluminação,feedback
q onibus vai pra Centro?,solicitar_rota
reclamacao: muito cheio,feedback
Oi,conversacao_geral
app travando,feedback
Tá me ouvindo?,conversacao_geral
Quero assistir um filme agora,desconhecido
Estou testando,conversacao_geral
nao to entendendo nd,desconhecido
Motorista não parou no ponto,feedback
O que você faz?,conversacao_geral
Próximo ônibus para Jardim São Paulo,solicitar_rota
Banco quebrado no fundo,feedback
Como vou de Americana até Praça Matriz?,solicitar_rota
Me mostra a previsão do tempo de Paris,desconhecido
Estou testando,conversacao_geral
Me mostra a rota até Jardim São Paulo,solicitar_rota
Rota mudou sem aviso,feedback
Não entendi,conversacao_geral
vc joga?,desconhecido
como chego em Centro,solicitar_rota
Tem suporte humano?,conversacao_geral
Sou de Terminal A quero ir para Centro,solicitar_rota
gostei do servico,feedback
E aí?,conversacao_geral
gostei do servico,feedback
Como aprender violão rápido?,desconhecido
Motorista foi educado,feedback
Me ligue mais tarde,desconhecido
Traçar rota para Hospital Municipal,solicitar_rota
Instale esse programa,desconhecido
ir de Paulínia pra Aeroporto,solicitar_rota
app travando,feedback
Quantos planetas existem?,desconhecido
Oi,conversacao_geral
Me leva para Praça Matriz,solicitar_rota
Ar-condicionado não estava funcionando,feedback
Saindo de Paulínia indo até Centro,solicitar_rota
Qual a senha do Wi-Fi?,desconhecido
Como investir em ações?,desconhecido
Qual linha vai para Terminal B?,solicitar_rota
Me leva para Estação Sul,solicitar_rota
"Tenho que ir para Aeroporto, ajuda",solicitar_rota
Sou de Hortolândia quero ir para Shopping Central,solicitar_rota
Quero comprar um carro,desconhecido
Mostre notícias de tecnologia,desconhecido
Que horas passa a linha 305?,solicitar_rota
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Estou testando,conversacao_geral
Você é um assistente?,conversacao_geral
Informação do app não confere,feedback
Som muito alto dentro do ônibus,feedback
q onibus vai pra Estação Sul?,solicitar_rota
Mostre notícias de tecnologia,desconhecido
Tá me ouvindo?,conversacao_geral
Como investir em ações?,desconhecido
O ônibus atrasou 9 minutos,feedback
Me leva para Universidade,solicitar_rota
Motorista foi educado,feedback
O ônibus atrasou 23 minutos,feedback
Me ligue mais tarde,desconhecido
Saindo de Paulínia indo até Rodoviária,solicitar_rota
asdfghjk,desconhecido
Qual linha vai para Hospital Municipal?,solicitar_rota
Você pode me ajudar?,conversacao_geral
Sugestão: mais horários no pico,feedback
Qual a senha do Wi-Fi?,desconhecido
Perdi o ônibus por atraso,feedback
Perdi o ônibus por atraso,feedback
app travando,feedback
Pode explicar como usar?,conversacao_geral
Como vou de Paulínia até Rodoviária?,solicitar_rota
"Oi, estou chegando agora e queria saber como uso o assistente",conversacao_geral
Pode repetir?,conversacao_geral
E aí?,conversacao_geral
Não gostei do motorista,feedback
Como investir em ações?,desconhecido
Pode explicar como usar?,conversacao_geral
reclamacao: muito cheio,feedback
Informação do app não confere,feedback
Que horas passa a linha 417?,solicitar_rota
Qual o ponto mais perto de Centro?,solicitar_rota
Teria um minuto para me ajudar?,conversacao_geral
reclamacao: muito cheio,feedback
Mostre notícias de tecnologia,desconhecido
Qual linha vai para Praça Matriz?,solicitar_rota
Como consertar meu computador?,desconhecido
Qual itinerário da linha 701?,solicitar_rota
Ar-condicionado não estava funcionando,feedback
Qual linha vai para Jardim São Paulo?,solicitar_rota
Estou testando,conversacao_geral
Qual ônibus para Centro?,solicitar_rota
Traduza isto para francês,desconhecido
q onibus vai pra Hospital Municipal?,solicitar_rota
Qual ônibus para Universidade?,solicitar_rota
nao to entendendo nd,desconhecido
nao to entendendo nd,desconhecido
Tarifa muito alta,feedback
Você é um assistente?,conversacao_geral
Qual a senha do Wi-Fi?,desconhecido
Informação do app não confere,feedback
Quero sair de Americana e chegar em Hospital Municipal,solicitar_rota
Obrigado!,conversacao_geral
Agenda uma reunião amanhã,desconhecido
Você é um assistente?,conversacao_geral
Como fazer bolo de cenoura?,desconhecido
nao to entendendo nd,desconhecido
Qual seu objetivo?,conversacao_geral
Valeu,conversacao_geral
q onibus vai pra Estação Sul?,solicitar_rota
Você fala português?,conversacao_geral
Pode conversar comigo?,conversacao_geral
Obrigado!,conversacao_geral
Como vou de Centro até Universidade?,solicitar_rota
Estou testando,conversacao_geral
Ar-condicionado gelando demais,feedback
Qual o preço do dólar hoje?,desconhecido
Linha 202 demorou demais,feedback
Obrigado!,conversacao_geral
Ônibus para Centro agora,solicitar_rota
Sou de Parque das Flores quero ir para Universidade,solicitar_rota
Receita de lasanha,desconhecido
Banco quebrado no fundo,feedback
E aí?,conversacao_geral
Ônibus muito lotado,feedback
Quero comprar um carro,desconhecido
Suave?,conversacao_geral
Qual seu objetivo?,conversacao_geral
Mostre notícias de tecnologia,desconhecido
Qual a capital da Noruega?,desconhecido
Estou testando,conversacao_geral
Instale esse programa,desconhecido
