test_case,task,expected,predicted,confidence,source,is_correct
Quero assistir um filme agora,intent_classification,desconhecido,desconhecido,0.9942976824382582,svm,True
Sou de Parque das Flores quero ir para Shopping,intent_classification,solicitar_rota,solicitar_rota,0.9919470159829026,svm,True
O onibus esta atrasado,intent_classification,feedback,feedback,0.8705642387064648,svm,True
Pode me ajudar?,intent_classification,conversacao_geral,conversacao_geral,0.9900631081662438,svm,True
Me ajude,intent_classification,conversacao_geral,conversacao_geral,0.9758238059872838,svm,True
Rota do ponto Centro ao Aeroporto,intent_classification,solicitar_rota,solicitar_rota,0.9961304941093649,svm,True
Saindo de Terminal A indo até Aeroporto,intent_classification,solicitar_rota,solicitar_rota,0.9962976646296817,svm,True
Voce me fez errar,intent_classification,feedback,conversacao_geral,0.973775744575712,svm,False
Saindo de Jardim Amanda indo até Terminal B,intent_classification,solicitar_rota,solicitar_rota,0.9924879957621257,svm,True
Ta me escutando bem?,intent_classification,conversacao_geral,conversacao_geral,0.9746898038575144,svm,True
Você pode me ajudar?,intent_classification,conversacao_geral,conversacao_geral,0.995643661107929,svm,True
Ajuda me,intent_classification,conversacao_geral,conversacao_geral,0.9798267631127908,svm,True
Qual ônibus para Rodoviária?,intent_classification,solicitar_rota,solicitar_rota,0.9967384100208206,svm,True
pode tocar musica,intent_classification,desconhecido,desconhecido,0.9942403077297935,svm,True
Você é um assistente virtual?,intent_classification,conversacao_geral,conversacao_geral,0.9947303631771417,svm,True
Oi Oi,intent_classification,conversacao_geral,conversacao_geral,0.9217588808300472,svm,True
Motorista simpático,intent_classification,feedback,feedback,0.9900559448230289,svm,True
Preciso ir até Aeroporto saindo de Centro,intent_classification,solicitar_rota,solicitar_rota,0.9975095628938063,svm,True
Bom dia meu querido,intent_classification,conversacao_geral,conversacao_geral,0.9724327603834663,svm,True
Ajude,intent_classification,conversacao_geral,conversacao_geral,0.9788323402092449,svm,True
Socorro,intent_classification,conversacao_geral,conversacao_geral,0.9170388923124019,svm,True
Fale comigo,intent_classification,conversacao_geral,conversacao_geral,0.9859520470693187,svm,True
Qual o ponto mais perto de Terminal B?,intent_classification,solicitar_rota,solicitar_rota,0.9953174143148732,svm,True
E aí?,intent_classification,conversacao_geral,conversacao_geral,0.9955904140051345,svm,True
Agenda uma reunião amanhã,intent_classification,desconhecido,desconhecido,0.994037224372577,svm,True
pode tocar musica,intent_classification,desconhecido,desconhecido,0.9942403077297935,svm,True
Você falou uma informação errada ai,intent_classification,feedback,conversacao_geral,0.6736850065005543,svm,False
Morotista podre,intent_classification,feedback,feedback,0.5378418999211912,llm,True
Valeu,intent_classification,conversacao_geral,conversacao_geral,0.9955611380745285,svm,True
Informação errada,intent_classification,feedback,feedback,0.8921908903287216,svm,True
Gostei do atendimento,intent_classification,feedback,feedback,0.9942434871774202,svm,True
Como investir em ações?,intent_classification,desconhecido,desconhecido,0.9943464671199957,svm,True
Quero comprar um carro,intent_classification,desconhecido,desconhecido,0.9943936616612331,svm,True
Ar-condicionado não estava funcionando,intent_classification,feedback,feedback,0.9944543142590545,svm,True
Mostre notícias de tecnologia,intent_classification,desconhecido,desconhecido,0.9943646509956409,svm,True
Sugestão: mais horários no pico,intent_classification,feedback,feedback,0.9944316950121936,svm,True
Qual a capital da Noruega?,intent_classification,desconhecido,desconhecido,0.9942914081555113,svm,True
Traçar rota para Campinas,intent_classification,solicitar_rota,solicitar_rota,0.9886892215813136,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Quem ganhou o Oscar?,intent_classification,desconhecido,desconhecido,0.993718969719786,svm,True
Tem ônibus Vila Nova -> Hospital Municipal?,intent_classification,solicitar_rota,solicitar_rota,0.9943176811098966,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
Qual ônibus para Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.9916409232173845,svm,True
Boa noite,intent_classification,conversacao_geral,conversacao_geral,0.9814878684484581,svm,True
Rota do ponto Terminal A ao Universidade,intent_classification,solicitar_rota,solicitar_rota,0.9958741092588884,svm,True
Linha 522 demorou demais,intent_classification,feedback,feedback,0.9952233312953384,svm,True
Quero assistir um filme agora,intent_classification,desconhecido,desconhecido,0.9942976824382582,svm,True
Quero ir de Sumaré para Aeroporto,intent_classification,solicitar_rota,solicitar_rota,0.9968687541634557,svm,True
Valeu,intent_classification,conversacao_geral,conversacao_geral,0.9955611380745285,svm,True
Como fazer bolo de cenoura?,intent_classification,desconhecido,desconhecido,0.994267260754445,svm,True
Saindo de Hortolândia indo até Hospital Municipal,intent_classification,solicitar_rota,solicitar_rota,0.9952339460247589,svm,True
Me mostra a previsão do tempo de Paris,intent_classification,desconhecido,desconhecido,0.9944090977385359,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
Mostre notícias de tecnologia,intent_classification,desconhecido,desconhecido,0.9943646509956409,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Como fazer bolo de cenoura?,intent_classification,desconhecido,desconhecido,0.994267260754445,svm,True
Como investir em ações?,intent_classification,desconhecido,desconhecido,0.9943464671199957,svm,True
Você é um assistente?,intent_classification,conversacao_geral,conversacao_geral,0.9960287065783217,svm,True
Traçar rota para Praça Matriz,intent_classification,solicitar_rota,solicitar_rota,0.9946601593941828,svm,True
Sou de Vila Nova quero ir para Aeroporto,intent_classification,solicitar_rota,solicitar_rota,0.9958599534379378,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
E aí?,intent_classification,conversacao_geral,conversacao_geral,0.9955904140051345,svm,True
Rota mudou sem aviso,intent_classification,feedback,feedback,0.9943586207862244,svm,True
Beleza?,intent_classification,conversacao_geral,conversacao_geral,0.9954882612855536,svm,True
Pode explicar como usar?,intent_classification,conversacao_geral,conversacao_geral,0.9956145410359206,svm,True
Qual ônibus para Terminal B?,intent_classification,solicitar_rota,solicitar_rota,0.9968847994698925,svm,True
Sou de Jardim Amanda quero ir para Terminal B,intent_classification,solicitar_rota,solicitar_rota,0.993976292458043,svm,True
"Olá, tudo bem?",intent_classification,conversacao_geral,conversacao_geral,0.995459468152759,svm,True
Boa tarde,intent_classification,conversacao_geral,conversacao_geral,0.995404152234563,svm,True
Tem ônibus Jardim Amanda -> Universidade?,intent_classification,solicitar_rota,solicitar_rota,0.9929794830556197,svm,True
Valeu,intent_classification,conversacao_geral,conversacao_geral,0.9955611380745285,svm,True
Aplicativo travando,intent_classification,feedback,feedback,0.9840715301807174,svm,True
Bom dia,intent_classification,conversacao_geral,conversacao_geral,0.9850082925676289,svm,True
Rota do ponto Hortolândia ao Praça Matriz,intent_classification,solicitar_rota,solicitar_rota,0.9947789949262716,svm,True
Você é um assistente?,intent_classification,conversacao_geral,conversacao_geral,0.9960287065783217,svm,True
Qual o ponto mais perto de Rodoviária?,intent_classification,solicitar_rota,solicitar_rota,0.9945181758218707,svm,True
E aí?,intent_classification,conversacao_geral,conversacao_geral,0.9955904140051345,svm,True
Gostei do atendimento,intent_classification,feedback,feedback,0.9942434871774202,svm,True
Aplicativo travando,intent_classification,feedback,feedback,0.9840715301807174,svm,True
Qual o ponto mais perto de Terminal B?,intent_classification,solicitar_rota,solicitar_rota,0.9953174143148732,svm,True
Instale esse programa,intent_classification,desconhecido,desconhecido,0.9943567343815678,svm,True
Ajuda por favor,intent_classification,conversacao_geral,conversacao_geral,0.9955158049036555,svm,True
Aplicativo travando,intent_classification,feedback,feedback,0.9840715301807174,svm,True
Como chego em Terminal B?,intent_classification,solicitar_rota,solicitar_rota,0.9947609182586441,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Qual o preço do dólar hoje?,intent_classification,desconhecido,desconhecido,0.9942332604197489,svm,True
Estou testando,intent_classification,conversacao_geral,conversacao_geral,0.9955762642253894,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Estou testando,intent_classification,conversacao_geral,conversacao_geral,0.9955762642253894,svm,True
Como funciona você?,intent_classification,conversacao_geral,conversacao_geral,0.9951041777974744,svm,True
E aí?,intent_classification,conversacao_geral,conversacao_geral,0.9955904140051345,svm,True
Preciso ir até Rodoviária saindo de Hortolândia,intent_classification,solicitar_rota,solicitar_rota,0.9945502946472371,svm,True
Quero ir de Sumaré para Aeroporto,intent_classification,solicitar_rota,solicitar_rota,0.9968687541634557,svm,True
Não gostei do motorista,intent_classification,feedback,feedback,0.995316753413964,svm,True
Como investir em ações?,intent_classification,desconhecido,desconhecido,0.9943464671199957,svm,True
Linha 522 demorou demais,intent_classification,feedback,feedback,0.9952233312953384,svm,True
sudo apt-get install algo,intent_classification,desconhecido,desconhecido,0.9943047061159899,svm,True
Ajuda por favor,intent_classification,conversacao_geral,conversacao_geral,0.9955158049036555,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
Traduza isto para francês,intent_classification,desconhecido,desconhecido,0.9939856086758008,svm,True
Quem é você?,intent_classification,conversacao_geral,conversacao_geral,0.9956357413120318,svm,True
Qual ônibus para Hospital Municipal?,intent_classification,solicitar_rota,solicitar_rota,0.996258257248425,svm,True
Quero comprar um carro,intent_classification,desconhecido,desconhecido,0.9943936616612331,svm,True
Elogio para a linha 101,intent_classification,feedback,feedback,0.9945823061971396,svm,True
"Olá, tudo bem?",intent_classification,conversacao_geral,conversacao_geral,0.995459468152759,svm,True
Estou testando o sistema,intent_classification,conversacao_geral,conversacao_geral,0.9899635365478865,svm,True
Qual o ponto mais perto de Rodoviária?,intent_classification,solicitar_rota,solicitar_rota,0.9945181758218707,svm,True
"Olá, tudo bem?",intent_classification,conversacao_geral,conversacao_geral,0.995459468152759,svm,True
Sou de Hortolândia quero ir para Terminal B,intent_classification,solicitar_rota,solicitar_rota,0.9966083481036665,svm,True
Sou de Paulínia quero ir para Rodoviária,intent_classification,solicitar_rota,solicitar_rota,0.9961414547548558,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Qual o ponto mais perto de Universidade?,intent_classification,solicitar_rota,solicitar_rota,0.9956777413899993,svm,True
Como funciona você?,intent_classification,conversacao_geral,conversacao_geral,0.9951041777974744,svm,True
Traçar rota para Aeroporto,intent_classification,solicitar_rota,solicitar_rota,0.9951985107116802,svm,True
Como chego em Praça Matriz?,intent_classification,solicitar_rota,solicitar_rota,0.9944769187443168,svm,True
Pode explicar como usar?,intent_classification,conversacao_geral,conversacao_geral,0.9956145410359206,svm,True
Não gostei do motorista,intent_classification,feedback,feedback,0.995316753413964,svm,True
Ônibus muito lotado,intent_classification,feedback,feedback,0.9944713696477772,svm,True
Parada sem iluminação,intent_classification,feedback,feedback,0.9938174688170892,svm,True
Aplicativo travando,intent_classification,feedback,feedback,0.9840715301807174,svm,True
Aplicativo travando,intent_classification,feedback,feedback,0.9840715301807174,svm,True
Saindo de Sumaré indo até Campinas,intent_classification,solicitar_rota,solicitar_rota,0.9893611547336435,svm,True
Quero ir de Parque das Flores para Rodoviária,intent_classification,solicitar_rota,solicitar_rota,0.9969862808440918,svm,True
Qual ônibus para Aeroporto?,intent_classification,solicitar_rota,solicitar_rota,0.9966910845572912,svm,True
pode tocar musica,intent_classification,desconhecido,desconhecido,0.9942403077297935,svm,True
Preciso ir até Terminal B saindo de Paulínia,intent_classification,solicitar_rota,solicitar_rota,0.9945125291771447,svm,True
Quero assistir um filme agora,intent_classification,desconhecido,desconhecido,0.9942976824382582,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
Não gostei do motorista,intent_classification,feedback,feedback,0.995316753413964,svm,True
O ônibus atrasou 17 minutos,intent_classification,feedback,feedback,0.9959279204621141,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Beleza?,intent_classification,conversacao_geral,conversacao_geral,0.9954882612855536,svm,True
Agenda uma reunião amanhã,intent_classification,desconhecido,desconhecido,0.994037224372577,svm,True
Não gostei do motorista,intent_classification,feedback,feedback,0.995316753413964,svm,True
Traçar rota para Shopping,intent_classification,solicitar_rota,solicitar_rota,0.9843974007764276,svm,True
Tudo certo?,intent_classification,conversacao_geral,conversacao_geral,0.98223917315892,svm,True
Você pode me ajudar?,intent_classification,conversacao_geral,conversacao_geral,0.995643661107929,svm,True
Parada sem iluminação,intent_classification,feedback,feedback,0.9938174688170892,svm,True
Como investir em ações?,intent_classification,desconhecido,desconhecido,0.9943464671199957,svm,True
Como chego em Praça Matriz?,intent_classification,solicitar_rota,solicitar_rota,0.9944769187443168,svm,True
Quem é você?,intent_classification,conversacao_geral,conversacao_geral,0.9956357413120318,svm,True
pode tocar musica,intent_classification,desconhecido,desconhecido,0.9942403077297935,svm,True
Rota do ponto Sumaré ao Hospital Municipal,intent_classification,solicitar_rota,solicitar_rota,0.9944205857271923,svm,True
Me ligue mais tarde,intent_classification,desconhecido,desconhecido,0.9941439444813126,svm,True
Abre o navegador,intent_classification,desconhecido,desconhecido,0.9935427517869101,svm,True
Parada sem iluminação,intent_classification,feedback,feedback,0.9938174688170892,svm,True
Quero comprar um carro,intent_classification,desconhecido,desconhecido,0.9943936616612331,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Linha 701 demorou demais,intent_classification,feedback,feedback,0.9943372813485548,svm,True
Sou de Parque das Flores quero ir para Terminal B,intent_classification,solicitar_rota,solicitar_rota,0.9962224368545378,svm,True
Aplicativo travando,intent_classification,feedback,feedback,0.9840715301807174,svm,True
Traçar rota para Shopping,intent_classification,solicitar_rota,solicitar_rota,0.9843974007764276,svm,True
Como chego em Universidade?,intent_classification,solicitar_rota,solicitar_rota,0.9943754846865619,svm,True
Traçar rota para Aeroporto,intent_classification,solicitar_rota,solicitar_rota,0.9951985107116802,svm,True
Aplicativo travando,intent_classification,feedback,feedback,0.9840715301807174,svm,True
Qual o ponto mais perto de Hospital Municipal?,intent_classification,solicitar_rota,solicitar_rota,0.9957562462749022,svm,True
Qual o ponto mais perto de Aeroporto?,intent_classification,solicitar_rota,solicitar_rota,0.9946104117436182,svm,True
Preciso ir até Praça Matriz saindo de Hortolândia,intent_classification,solicitar_rota,solicitar_rota,0.994749422997483,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Você pode me ajudar?,intent_classification,conversacao_geral,conversacao_geral,0.995643661107929,svm,True
Tem ônibus Centro -> Universidade?,intent_classification,solicitar_rota,solicitar_rota,0.9957818687369894,svm,True
Rota mudou sem aviso,intent_classification,feedback,feedback,0.9943586207862244,svm,True
Qual ônibus para Praça Matriz?,intent_classification,solicitar_rota,solicitar_rota,0.9966717004554018,svm,True
pode tocar musica,intent_classification,desconhecido,desconhecido,0.9942403077297935,svm,True
Quero ir de Paulínia para Terminal B,intent_classification,solicitar_rota,solicitar_rota,0.9972091113628322,svm,True
Você é um assistente?,intent_classification,conversacao_geral,conversacao_geral,0.9960287065783217,svm,True
Tudo certo?,intent_classification,conversacao_geral,conversacao_geral,0.98223917315892,svm,True
Traçar rota para Shopping,intent_classification,solicitar_rota,solicitar_rota,0.9843974007764276,svm,True
Me mostra a previsão do tempo de Paris,intent_classification,desconhecido,desconhecido,0.9944090977385359,svm,True
Me mostra a previsão do tempo de Paris,intent_classification,desconhecido,desconhecido,0.9944090977385359,svm,True
Quem ganhou o Oscar?,intent_classification,desconhecido,desconhecido,0.993718969719786,svm,True
Qual a senha do Wi-Fi?,intent_classification,desconhecido,desconhecido,0.9941242776182205,svm,True
Elogio para a linha 522,intent_classification,feedback,feedback,0.9939206215622948,svm,True
Sugestão: mais horários no pico,intent_classification,feedback,feedback,0.9944316950121936,svm,True
Mostre notícias de tecnologia,intent_classification,desconhecido,desconhecido,0.9943646509956409,svm,True
Qual ônibus para Hospital Municipal?,intent_classification,solicitar_rota,solicitar_rota,0.996258257248425,svm,True
Tá me ouvindo?,intent_classification,conversacao_geral,conversacao_geral,0.9955239176842184,svm,True
Quem ganhou o Oscar?,intent_classification,desconhecido,desconhecido,0.993718969719786,svm,True
sudo apt-get install algo,intent_classification,desconhecido,desconhecido,0.9943047061159899,svm,True
Agenda uma reunião amanhã,intent_classification,desconhecido,desconhecido,0.994037224372577,svm,True
E aí?,intent_classification,conversacao_geral,conversacao_geral,0.9955904140051345,svm,True
Quero assistir um filme agora,intent_classification,desconhecido,desconhecido,0.9942976824382582,svm,True
Qual o ponto mais perto de Rodoviária?,intent_classification,solicitar_rota,solicitar_rota,0.9945181758218707,svm,True
Me mostra a previsão do tempo de Paris,intent_classification,desconhecido,desconhecido,0.9944090977385359,svm,True
Sugestão: mais horários no pico,intent_classification,feedback,feedback,0.9944316950121936,svm,True
Ajuda por favor,intent_classification,conversacao_geral,conversacao_geral,0.9955158049036555,svm,True
Me mostra a previsão do tempo de Paris,intent_classification,desconhecido,desconhecido,0.9944090977385359,svm,True
sudo apt-get install algo,intent_classification,desconhecido,desconhecido,0.9943047061159899,svm,True
Oi,intent_classification,conversacao_geral,conversacao_geral,0.966327799424645,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Tem ônibus Parque das Flores -> Terminal B?,intent_classification,solicitar_rota,solicitar_rota,0.9947173667116496,svm,True
Valeu,intent_classification,conversacao_geral,conversacao_geral,0.9955611380745285,svm,True
Como chego em Shopping?,intent_classification,solicitar_rota,solicitar_rota,0.9805856588113976,svm,True
Quem ganhou o Oscar?,intent_classification,desconhecido,desconhecido,0.993718969719786,svm,True
Beleza?,intent_classification,conversacao_geral,conversacao_geral,0.9954882612855536,svm,True
Qual o ponto mais perto de Campinas?,intent_classification,solicitar_rota,solicitar_rota,0.9910286897796389,svm,True
Ônibus muito lotado,intent_classification,feedback,feedback,0.9944713696477772,svm,True
Como investir em ações?,intent_classification,desconhecido,desconhecido,0.9943464671199957,svm,True
Traçar rota para Universidade,intent_classification,solicitar_rota,solicitar_rota,0.9953706475370835,svm,True
E aí?,intent_classification,conversacao_geral,conversacao_geral,0.9955904140051345,svm,True
Me ligue mais tarde,intent_classification,desconhecido,desconhecido,0.9941439444813126,svm,True
Ar-condicionado não estava funcionando,intent_classification,feedback,feedback,0.9944543142590545,svm,True
Mostre notícias de tecnologia,intent_classification,desconhecido,desconhecido,0.9943646509956409,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
Sou de Hortolândia quero ir para Aeroporto,intent_classification,solicitar_rota,solicitar_rota,0.9959506242616837,svm,True
Saindo de Vila Nova indo até Universidade,intent_classification,solicitar_rota,solicitar_rota,0.9943077970341595,svm,True
Ajuda por favor,intent_classification,conversacao_geral,conversacao_geral,0.9955158049036555,svm,True
O ônibus atrasou 12 minutos,intent_classification,feedback,feedback,0.9933563784563156,svm,True
Mostre notícias de tecnologia,intent_classification,desconhecido,desconhecido,0.9943646509956409,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Sou de Vila Nova quero ir para Shopping,intent_classification,solicitar_rota,solicitar_rota,0.9915546148889969,svm,True
Elogio para a linha 701,intent_classification,feedback,feedback,0.993972334410747,svm,True
Obrigado!,intent_classification,conversacao_geral,conversacao_geral,0.9955254074425935,svm,True
Preciso ir até Universidade saindo de Jardim Amanda,intent_classification,solicitar_rota,solicitar_rota,0.993187194461241,svm,True
Aplicativo travando,intent_classification,feedback,feedback,0.9840715301807174,svm,True
Você é um assistente?,intent_classification,conversacao_geral,conversacao_geral,0.9960287065783217,svm,True
Gostei do atendimento,intent_classification,feedback,feedback,0.9942434871774202,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Pode conversar comigo?,intent_classification,conversacao_geral,conversacao_geral,0.9955680958216014,svm,True
pode tocar musica,intent_classification,desconhecido,desconhecido,0.9942403077297935,svm,True
Me ligue mais tarde,intent_classification,desconhecido,desconhecido,0.9941439444813126,svm,True
Estou testando,intent_classification,conversacao_geral,conversacao_geral,0.9955762642253894,svm,True
Agenda uma reunião amanhã,intent_classification,desconhecido,desconhecido,0.994037224372577,svm,True
Não entendi,intent_classification,conversacao_geral,conversacao_geral,0.9953730696115469,svm,True
O ônibus atrasou 14 minutos,intent_classification,feedback,feedback,0.9937526601639138,svm,True
Gostei do atendimento,intent_classification,feedback,feedback,0.9942434871774202,svm,True
Como investir em ações?,intent_classification,desconhecido,desconhecido,0.9943464671199957,svm,True
Preciso ir até Praça Matriz saindo de Jardim Amanda,intent_classification,solicitar_rota,solicitar_rota,0.992546570351625,svm,True
Qual o resultado do jogo do Brasil?,intent_classification,desconhecido,desconhecido,0.9944187690787376,svm,True
Banco quebrado no fundo,intent_classification,feedback,feedback,0.9944642930157938,svm,True
Como fazer bolo de cenoura?,intent_classification,desconhecido,desconhecido,0.994267260754445,svm,True
Não gostei do motorista,intent_classification,feedback,feedback,0.995316753413964,svm,True
Ônibus muito lotado,intent_classification,feedback,feedback,0.9944713696477772,svm,True
Tá me ouvindo?,intent_classification,conversacao_geral,conversacao_geral,0.9955239176842184,svm,True
Pode conversar comigo?,intent_classification,conversacao_geral,conversacao_geral,0.9955680958216014,svm,True
Traçar rota para Campinas,intent_classification,solicitar_rota,solicitar_rota,0.9886892215813136,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
Ônibus muito lotado,intent_classification,feedback,feedback,0.9944713696477772,svm,True
Sugestão: mais horários no pico,intent_classification,feedback,feedback,0.9944316950121936,svm,True
Qual ônibus para Aeroporto?,intent_classification,solicitar_rota,solicitar_rota,0.9966910845572912,svm,True
pode tocar musica,intent_classification,desconhecido,desconhecido,0.9942403077297935,svm,True
Me ligue mais tarde,intent_classification,desconhecido,desconhecido,0.9941439444813126,svm,True
Ar-condicionado não estava funcionando,intent_classification,feedback,feedback,0.9944543142590545,svm,True
Você é um assistente?,intent_classification,conversacao_geral,conversacao_geral,0.9960287065783217,svm,True
vc joga?,intent_classification,desconhecido,desconhecido,0.9940110241114777,svm,True
Qual ônibus para Rodoviária?,intent_classification,solicitar_rota,solicitar_rota,0.9967384100208206,svm,True
Oi,intent_classification,conversacao_geral,conversacao_geral,0.966327799424645,svm,True
Traçar rota para Aeroporto,intent_classification,solicitar_rota,solicitar_rota,0.9951985107116802,svm,True
Como investir em ações?,intent_classification,desconhecido,desconhecido,0.9943464671199957,svm,True
Tem ônibus Vila Nova -> Aeroporto?,intent_classification,solicitar_rota,solicitar_rota,0.9931919838560255,svm,True
Sou de Parque das Flores quero ir para Praça Matriz,intent_classification,solicitar_rota,solicitar_rota,0.9961785655104619,svm,True
Qual o resultado do jogo do Brasil?,intent_classification,desconhecido,desconhecido,0.9944187690787376,svm,True
Não entendi,intent_classification,conversacao_geral,conversacao_geral,0.9953730696115469,svm,True
"Olá, tudo bem?",intent_classification,conversacao_geral,conversacao_geral,0.995459468152759,svm,True
O ônibus atrasou 13 minutos,intent_classification,feedback,feedback,0.996202697124565,svm,True
Pode conversar comigo?,intent_classification,conversacao_geral,conversacao_geral,0.9955680958216014,svm,True
Tudo certo?,intent_classification,conversacao_geral,conversacao_geral,0.98223917315892,svm,True
Linha 417 demorou demais,intent_classification,feedback,feedback,0.9933480817284694,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
Qual a capital da Noruega?,intent_classification,desconhecido,desconhecido,0.9942914081555113,svm,True
Motorista foi educado,intent_classification,feedback,feedback,0.9945629136094304,svm,True
E aí?,intent_classification,conversacao_geral,conversacao_geral,0.9955904140051345,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Ônibus muito lotado,intent_classification,feedback,feedback,0.9944713696477772,svm,True
Quem ganhou o Oscar?,intent_classification,desconhecido,desconhecido,0.993718969719786,svm,True
Instale esse programa,intent_classification,desconhecido,desconhecido,0.9943567343815678,svm,True
Não entendi,intent_classification,conversacao_geral,conversacao_geral,0.9953730696115469,svm,True
Qual o resultado do jogo do Brasil?,intent_classification,desconhecido,desconhecido,0.9944187690787376,svm,True
Boa noite,intent_classification,conversacao_geral,conversacao_geral,0.9814878684484581,svm,True
Obrigado!,intent_classification,conversacao_geral,conversacao_geral,0.9955254074425935,svm,True
Quero comprar um carro,intent_classification,desconhecido,desconhecido,0.9943936616612331,svm,True
asdfghjk,intent_classification,desconhecido,desconhecido,0.9941530863017872,svm,True
Quero comprar um carro,intent_classification,desconhecido,desconhecido,0.9943936616612331,svm,True
Parada sem iluminação,intent_classification,feedback,feedback,0.9938174688170892,svm,True
O ônibus atrasou 30 minutos,intent_classification,feedback,feedback,0.996952471597866,svm,True
Ajuda por favor,intent_classification,conversacao_geral,conversacao_geral,0.9955158049036555,svm,True
Qual seu nome?,intent_classification,conversacao_geral,conversacao_geral,0.9955118632437792,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Tá me ouvindo?,intent_classification,conversacao_geral,conversacao_geral,0.9955239176842184,svm,True
Informação do app não confere,intent_classification,feedback,feedback,0.9945393737493552,svm,True
Gostei do atendimento,intent_classification,feedback,feedback,0.9942434871774202,svm,True
vc joga?,intent_classification,desconhecido,desconhecido,0.9940110241114777,svm,True
Como fazer bolo de cenoura?,intent_classification,desconhecido,desconhecido,0.994267260754445,svm,True
Quero comprar um carro,intent_classification,desconhecido,desconhecido,0.9943936616612331,svm,True
Abre o navegador,intent_classification,desconhecido,desconhecido,0.9935427517869101,svm,True
Me ligue mais tarde,intent_classification,desconhecido,desconhecido,0.9941439444813126,svm,True
Qual a senha do Wi-Fi?,intent_classification,desconhecido,desconhecido,0.9941242776182205,svm,True
Qual a senha do Wi-Fi?,intent_classification,desconhecido,desconhecido,0.9941242776182205,svm,True
Como fazer bolo de cenoura?,intent_classification,desconhecido,desconhecido,0.994267260754445,svm,True
Traduza isto para francês,intent_classification,desconhecido,desconhecido,0.9939856086758008,svm,True
pode tocar musica,intent_classification,desconhecido,desconhecido,0.9942403077297935,svm,True
Quero assistir um filme agora,intent_classification,desconhecido,desconhecido,0.9942976824382582,svm,True
Qual a nossa capital?,intent_classification,desconhecido,desconhecido,0.9579107156247294,svm,True
Como chego em Hospital Municipal?,entity_extraction_origin,Paulínia,UNKNOWN,,,False
Como chego em Hospital Municipal?,entity_extraction_destination,Hospital Municipal,Hospital Municipal,,,True
Qual ônibus para Shopping?,entity_extraction_origin,Terminal A,UNKNOWN,,,False
Qual ônibus para Shopping?,entity_extraction_destination,Shopping,Shopping,,,True
Traçar rota para Hospital Municipal,entity_extraction_origin,Parque das Flores,UNKNOWN,,,False
Traçar rota para Hospital Municipal,entity_extraction_destination,Hospital Municipal,Hospital Municipal,,,True
Qual ônibus para Shopping?,entity_extraction_origin,Terminal A,UNKNOWN,,,False
Qual ônibus para Shopping?,entity_extraction_destination,Shopping,Shopping,,,True
Qual o ponto mais perto de Praça Matriz?,entity_extraction_origin,Jardim Amanda,UNKNOWN,,,False
Qual o ponto mais perto de Praça Matriz?,entity_extraction_destination,Praça Matriz,UNKNOWN,,,False
Rota do ponto Jardim Amanda ao Hospital Municipal,entity_extraction_origin,Jardim Amanda,Jardim,,,False
Rota do ponto Jardim Amanda ao Hospital Municipal,entity_extraction_destination,Hospital Municipal,Hospital Municipal,,,True
Como chego em Terminal B?,entity_extraction_origin,Centro,UNKNOWN,,,False
Como chego em Terminal B?,entity_extraction_destination,Terminal B,Terminal B,,,True
Traçar rota para Hospital Municipal,entity_extraction_origin,Centro,UNKNOWN,,,False
